"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-15","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-16","0.00","T,,D,2400","0.0","T,,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-17","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-18","0.12",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-19","0.86",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-20","0.16",",,D,2400","0.0","T,,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-21","0.00","T,,D,2400","0.0","T,,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-22","0.12",",,D,2400","1.4",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-23","0.00","T,,D,2400","0.0","T,,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-24","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-25","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-26","0.11",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-27","0.14",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-28","2.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-29","0.00","T,,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-30","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-31","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-01","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-02","0.01",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-03","0.00","T,,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-04","0.04",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-05","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-06","0.02",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-07","0.11",",,D,2400","0.0","T,,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-08","0.24",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-09","0.00","T,,D,2400","0.0","T,,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-10","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-11","0.18",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-12","0.39",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-13","0.03",",,D,2400","0.2",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-14","0.00","T,,D,2400","0.0","T,,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-15","0.03",",,D,2400","0.1",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-16","0.00","T,,D,2400","0.0","T,,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-17","0.20",",,D,2400","3.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-18","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-19","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-20","0.02",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-21","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-22","0.30",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-23","0.01",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-24","0.00","T,,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-25","0.29",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-26","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-27","0.04",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-28","0.38",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-29","0.50",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-04-30","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-01","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-02","0.00","T,,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-03","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-04","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-05","0.35",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-06","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-07","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-08","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-09","0.00","T,,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-10","0.25",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-11","0.00","T,,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-12","0.00",",,D,2400","0.0",",,D"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-05-13",,,,
